DriverNumber,BroadcastName,Abbreviation,DriverId,TeamName,TeamColor,TeamId,FirstName,LastName,FullName,HeadshotUrl,CountryCode,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,Laps,year,round,race_name,circuit,date,GridPosition_raw,Position_raw,position_change,month,is_dnf,completed_race,grid_squared,grid_cubed,grid_log,grid_sqrt,front_row,top_three,top_five,top_ten,back_half,grid_side,grid_side_clean,grid_row,team_avg_finish_last_5,team_avg_finish_last_3,team_avg_grid_last_5,team_best_finish_last_5,team_worst_finish_last_5,team_points_last_5,team_position_change_avg_5,team_dnf_rate_last_10,team_completion_rate_season,team_wins_season,team_podiums_season,team_points_total,team_races_since_podium,team_vs_average_grid,team_momentum,team_consistency,team_avg_grid,team_avg_finish,team_performance_delta,team_last3_avg_finish,team_last3_avg_change,team_last5_avg_finish,team_last5_avg_change,team_form_trend,driver_career_races,driver_career_wins,driver_career_podiums,is_rookie,is_veteran,driver_races_at_circuit,driver_avg_finish_at_circuit,driver_best_finish_at_circuit,driver_avg_finish_last_5,driver_avg_position_change_5,driver_points_last_5,driver_best_finish_last_5,driver_consistency_last_5,driver_momentum,driver_points_season,driver_avg_grid_season,driver_avg_finish_season,driver_vs_teammate,driver_vs_car_potential,race_number,season_progress,races_remaining,post_2022,years_into_regulations,is_season_opener,is_season_finale,early_season,mid_season,late_season,covid_affected,championship_gap_leader,driver_in_contention,circuit_pole_win_rate,circuit_top3_win_rate,circuit_avg_pos_change,circuit_std_pos_change,circuit_var_pos_change,circuit_correlation,circuit_dnf_rate,circuit_improved_pct,overtaking_difficulty_index,track_length_km,num_turns,circuit_type,downforce_level,drs_zones,longest_straight_m,year_first_raced,altitude_m,typical_lap_time_s,direction,high_downforce,low_downforce,is_street,high_altitude,many_drs_zones,long_straight,grid_x_overtaking,grid_x_pole_win_rate,midfield_x_variance,back_x_variance,frontrow_x_correlation,pole_at_processional,top3_x_street,top3_x_high_df,grid_x_low_df,grid_x_team_delta,momentum_x_variance,reliability_x_circuit_dnf,veteran_new_circuit,experience_x_chaos,form_x_contention,early_x_variance,late_contention_pressure
8,R GROSJEAN,GRO,grosjean,Haas,828282,haas,Romain,Grosjean,Romain Grosjean,,,6.0,6,6.0,,,,0 days 00:00:28.871000,Finished,8.0,67.0,2018,11,German Grand Prix,Hockenheim,2018-07-22,6.0,6.0,0.0,7,False,True,36.0,216.0,1.791759469228055,2.449489742783178,0,0,0,1,0,dirty,0,3.0,9.0,10.0,7.6,4.0,16.0,24.0,-1.4,70.0,100.0,0.0,0.0,51.0,20.0,0.5976190476190482,1.6999999999999993,4.33589667773576,11.05,11.7,-0.6499999999999986,10.0,-2.3333333333333335,9.0,-1.4,1.0,10.0,0.0,0.0,1.0,0.0,0.0,10.0,20.0,11.6,0.6,12.0,4.0,4.223742416388575,3.3666666666666654,12.0,12.3,13.7,5.0,5.699999999999999,11,0.5238095238095238,10,0,1,0,0,0,1,0,0,159.0,1,0.0,16.666666666666664,3.269230769230769,6.3596081156479585,40.44461538461538,0.1988975753634314,35.0,61.53846153846154,5.966927260902942,4.574,17,permanent,medium,2,900,1970,103,75,clockwise,0,0,0,0,0,0,35.80156356541765,0.0,40.44461538461538,0.0,0.0,0,0,0,0.0,-3.8999999999999915,68.75584615384612,24.5,0,4.0444615384615386,3.3666666666666654,0.0,0
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,1.0,1,14.0,,,,0 days 01:32:29.845000,Finished,25.0,67.0,2018,11,German Grand Prix,Hockenheim,2018-07-22,14.0,1.0,13.0,7,False,True,196.0,2744.0,2.6390573296152584,3.7416573867739413,0,0,0,0,1,dirty,0,7.0,9.6,8.333333333333334,2.0,2.0,19.0,36.0,-7.6,20.0,100.0,3.0,11.0,267.0,2.0,-7.052380952380952,-3.1833333333333336,6.711184694225007,3.4,5.15,-1.7500000000000004,8.333333333333334,-6.333333333333333,9.6,-7.6,-0.6,10.0,3.0,7.0,1.0,0.0,0.0,10.0,20.0,5.4,-3.2,68.0,1.0,5.462600113499065,-2.533333333333333,163.0,2.8,3.8,1.0,4.15,11,0.5238095238095238,10,0,1,0,0,0,1,0,0,8.0,1,0.0,16.666666666666664,3.269230769230769,6.3596081156479585,40.44461538461538,0.1988975753634314,35.0,61.53846153846154,5.966927260902942,4.574,17,permanent,medium,2,900,1970,103,75,clockwise,0,0,0,0,0,0,83.53698165264119,0.0,40.44461538461538,0.0,0.0,0,0,0,0.0,-24.500000000000007,-128.7486923076923,7.0,0,4.0444615384615386,-2.533333333333333,0.0,0
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,5.0,5,7.0,,,,0 days 00:00:26.609000,Finished,10.0,67.0,2018,11,German Grand Prix,Hockenheim,2018-07-22,7.0,5.0,2.0,7,False,True,49.0,343.0,1.9459101490553132,2.6457513110645907,0,0,0,1,0,clean,1,4.0,12.8,14.333333333333334,11.6,6.0,20.0,10.0,-1.2,50.0,100.0,0.0,0.0,70.0,20.0,-0.6023809523809529,-4.133333333333335,5.1146847410177685,9.85,10.2,-0.34999999999999964,14.333333333333334,-2.0,12.8,-1.2,1.6,10.0,0.0,0.0,1.0,0.0,0.0,10.0,20.0,10.0,0.2,20.0,6.0,5.0990195135927845,-0.9666666666666668,42.0,10.2,10.7,7.0,5.199999999999999,11,0.5238095238095238,10,0,1,0,0,0,1,0,0,129.0,1,0.0,16.666666666666664,3.269230769230769,6.3596081156479585,40.44461538461538,0.1988975753634314,35.0,61.53846153846154,5.966927260902942,4.574,17,permanent,medium,2,900,1970,103,75,clockwise,0,0,0,0,0,0,41.768490826320594,0.0,40.44461538461538,0.0,0.0,0,0,0,0.0,-2.4499999999999975,-167.17107692307695,17.5,0,4.0444615384615386,-0.9666666666666668,0.0,0
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,11.0,11,5.0,,,,0 days 00:00:34.919000,Finished,0.0,67.0,2018,11,German Grand Prix,Hockenheim,2018-07-22,5.0,11.0,-6.0,7,False,True,25.0,125.0,1.6094379124341003,2.23606797749979,0,0,1,1,0,clean,1,3.0,8.0,10.333333333333334,6.8,4.0,16.0,32.0,-1.2,70.0,100.0,0.0,0.0,59.0,21.0,0.35714285714285765,1.095238095238095,4.33589667773576,10.80952380952381,11.428571428571429,-0.6190476190476186,10.333333333333334,-3.3333333333333335,8.0,-1.2,0.4,10.0,0.0,0.0,1.0,0.0,0.0,10.0,20.0,9.2,1.6,20.0,5.0,3.370459909270543,3.0333333333333323,39.0,9.8,9.7,-5.0,0.4285714285714288,11,0.5238095238095238,10,0,1,0,0,0,1,0,0,132.0,1,0.0,16.666666666666664,3.269230769230769,6.3596081156479585,40.44461538461538,0.1988975753634314,35.0,61.53846153846154,5.966927260902942,4.574,17,permanent,medium,2,900,1970,103,75,clockwise,0,0,0,0,0,0,29.83463630451471,0.0,0.0,0.0,0.0,0,0,0,0.0,-3.095238095238093,44.2964835164835,24.5,0,4.0444615384615386,3.0333333333333323,0.0,0
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,15.0,15,9.0,,,,,+1 Lap,0.0,66.0,2018,11,German Grand Prix,Hockenheim,2018-07-22,9.0,15.0,-6.0,7,True,False,81.0,729.0,2.1972245773362196,3.0,0,0,0,1,0,clean,1,5.0,13.0,15.333333333333334,15.0,9.0,19.0,5.0,2.0,80.0,100.0,0.0,0.0,18.0,21.0,5.357142857142858,-2.4761904761904763,4.516635916254486,15.80952380952381,12.857142857142858,2.9523809523809526,15.333333333333334,-3.0,13.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,10.0,20.0,13.2,-0.8,4.0,9.0,4.354308211415448,-0.06666666666666643,13.0,14.5,12.6,-6.0,-2.1428571428571423,11,0.5238095238095238,10,0,1,0,0,0,1,0,0,158.0,1,0.0,16.666666666666664,3.269230769230769,6.3596081156479585,40.44461538461538,0.1988975753634314,35.0,61.53846153846154,5.966927260902942,4.574,17,permanent,medium,2,900,1970,103,75,clockwise,0,0,0,0,0,0,53.70234534812648,0.0,40.44461538461538,0.0,0.0,0,0,0,0.0,26.571428571428573,-100.14857142857143,28.0,0,4.0444615384615386,-0.06666666666666643,0.0,0
33,M VERSTAPPEN,VER,max_verstappen,Red Bull,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,4.0,4,4.0,,,,0 days 00:00:07.654000,Finished,12.0,67.0,2018,11,German Grand Prix,Hockenheim,2018-07-22,4.0,4.0,0.0,7,False,True,16.0,64.0,1.3862943611198906,2.0,0,0,1,1,0,dirty,0,2.0,8.6,12.666666666666666,5.4,1.0,18.0,47.0,-3.2,20.0,100.0,3.0,6.0,199.0,4.0,-4.302380952380952,-4.766666666666666,6.6513156593263565,6.15,7.9,-1.75,12.666666666666666,-6.666666666666667,8.6,-3.2,2.2,10.0,1.0,4.0,1.0,0.0,0.0,10.0,20.0,6.0,1.2,60.0,1.0,5.291502622129181,1.9000000000000004,93.0,7.0,7.9,16.0,3.9000000000000004,11,0.5238095238095238,10,0,1,0,0,0,1,0,0,78.0,1,0.0,16.666666666666664,3.269230769230769,6.3596081156479585,40.44461538461538,0.1988975753634314,35.0,61.53846153846154,5.966927260902942,4.574,17,permanent,medium,2,900,1970,103,75,clockwise,0,0,0,0,0,0,23.867709043611768,0.0,0.0,0.0,0.0,0,0,0,0.0,-7.0,-192.78599999999994,7.0,0,4.0444615384615386,1.9000000000000004,0.0,0
31,E OCON,OCO,ocon,Force India,F596C8,force_india,Esteban,Ocon,Esteban Ocon,,,8.0,8,15.0,,,,0 days 00:00:31.750000,Finished,4.0,67.0,2018,11,German Grand Prix,Hockenheim,2018-07-22,15.0,8.0,7.0,7,False,True,225.0,3375.0,2.70805020110221,3.872983346207417,0,0,0,0,1,clean,1,8.0,7.4,8.0,11.8,6.0,10.0,27.0,4.4,60.0,100.0,0.0,1.0,55.0,15.0,0.261904761904761,3.1428571428571423,1.3564659966250536,10.714285714285714,11.142857142857142,-0.4285714285714288,8.0,2.6666666666666665,7.4,4.4,0.2,10.0,0.0,0.0,1.0,0.0,0.0,10.0,20.0,9.4,-0.2,24.0,6.0,4.923413450036469,0.8333333333333339,25.0,10.0,11.5,-1.0,3.1428571428571423,11,0.5238095238095238,10,0,1,0,0,0,1,0,0,146.0,1,0.0,16.666666666666664,3.269230769230769,6.3596081156479585,40.44461538461538,0.1988975753634314,35.0,61.53846153846154,5.966927260902942,4.574,17,permanent,medium,2,900,1970,103,75,clockwise,0,0,0,0,0,0,89.50390891354414,0.0,40.44461538461538,0.0,0.0,0,0,0,0.0,-6.428571428571432,127.11164835164833,21.0,0,4.0444615384615386,0.8333333333333339,0.0,0
11,S PEREZ,PER,perez,Force India,F596C8,force_india,Sergio,Perez,Sergio Perez,,,7.0,7,10.0,,,,0 days 00:00:30.556000,Finished,6.0,67.0,2018,11,German Grand Prix,Hockenheim,2018-07-22,10.0,7.0,3.0,7,False,True,100.0,1000.0,2.302585092994046,3.1622776601683795,0,0,0,1,0,dirty,0,5.0,9.8,8.0,12.0,6.0,19.0,21.0,2.2,60.0,100.0,0.0,1.0,49.0,14.0,0.29761904761904745,3.3499999999999996,4.791659420284375,10.75,11.35,-0.5999999999999996,8.0,4.666666666666667,9.8,2.2,-1.8,10.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,12.2,-0.2,7.0,7.0,3.7094473981982814,-0.4666666666666668,24.0,11.5,11.2,1.0,4.35,11,0.5238095238095238,10,0,1,0,0,0,1,0,0,147.0,1,0.0,16.666666666666664,3.269230769230769,6.3596081156479585,40.44461538461538,0.1988975753634314,35.0,61.53846153846154,5.966927260902942,4.574,17,permanent,medium,2,900,1970,103,75,clockwise,0,0,0,0,0,0,59.66927260902942,0.0,40.44461538461538,0.0,0.0,0,0,0,0.0,-5.9999999999999964,135.4894615384615,21.0,0,4.0444615384615386,-0.4666666666666668,0.0,0
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,3.0,3,3.0,,,,0 days 00:00:06.732000,Finished,15.0,67.0,2018,11,German Grand Prix,Hockenheim,2018-07-22,3.0,3.0,0.0,7,False,True,9.0,27.0,1.0986122886681098,1.7320508075688772,0,1,1,1,0,clean,1,2.0,2.8,2.3333333333333335,3.4,1.0,5.0,83.0,0.6,0.0,100.0,4.0,12.0,287.0,1.0,-7.4523809523809526,2.2166666666666663,1.32664991614216,3.0,4.55,-1.5499999999999998,2.3333333333333335,1.3333333333333333,2.8,0.6,-0.4,10.0,0.0,6.0,1.0,0.0,0.0,10.0,20.0,3.6,0.6,68.0,2.0,1.3564659966250536,3.433333333333333,116.0,3.7,6.1,15.0,1.5499999999999998,11,0.5238095238095238,10,0,1,0,0,0,1,0,0,55.0,1,0.0,16.666666666666664,3.269230769230769,6.3596081156479585,40.44461538461538,0.1988975753634314,35.0,61.53846153846154,5.966927260902942,4.574,17,permanent,medium,2,900,1970,103,75,clockwise,0,0,0,0,0,0,17.900781782708826,0.0,0.0,0.0,0.0,0,0,0,0.0,-4.6499999999999995,89.65223076923075,0.0,0,4.0444615384615386,3.433333333333333,0.0,0
3,D RICCIARDO,RIC,ricciardo,Red Bull,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,20.0,R,20.0,,,,,Engine,0.0,27.0,2018,11,German Grand Prix,Hockenheim,2018-07-22,20.0,20.0,0.0,7,True,False,400.0,8000.0,2.995732273553991,4.47213595499958,0,0,0,0,1,dirty,0,10.0,8.6,8.0,5.2,1.0,18.0,47.0,-3.4,20.0,100.0,3.0,6.0,211.0,5.0,-4.404761904761905,-0.2857142857142856,6.6513156593263565,6.0476190476190474,7.714285714285714,-1.666666666666667,8.0,-3.0,8.6,-3.4,0.6,10.0,2.0,2.0,1.0,0.0,0.0,10.0,20.0,6.4,-1.4,59.0,1.0,5.953150426454887,-1.0999999999999996,106.0,5.3,7.9,-16.0,-12.285714285714285,11,0.5238095238095238,10,0,1,0,0,0,1,0,0,65.0,1,0.0,16.666666666666664,3.269230769230769,6.3596081156479585,40.44461538461538,0.1988975753634314,35.0,61.53846153846154,5.966927260902942,4.574,17,permanent,medium,2,900,1970,103,75,clockwise,0,0,0,0,0,0,119.33854521805884,0.0,0.0,40.44461538461538,0.0,0,0,0,0.0,-33.33333333333334,-11.555604395604389,7.0,0,4.0444615384615386,-1.0999999999999996,0.0,0
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,12.0,12,8.0,,,,0 days 00:00:43.069000,Finished,0.0,67.0,2018,11,German Grand Prix,Hockenheim,2018-07-22,8.0,12.0,-4.0,7,False,True,64.0,512.0,2.0794415416798357,2.8284271247461903,0,0,0,1,0,dirty,0,4.0,12.0,9.333333333333334,10.6,5.0,20.0,18.0,-1.4,50.0,100.0,0.0,0.0,80.0,21.0,-0.738095238095239,0.6190476190476186,5.89915248150105,9.714285714285714,9.952380952380953,-0.23809523809523903,9.333333333333334,2.0,12.0,-1.4,-1.4,10.0,0.0,0.0,1.0,0.0,0.0,10.0,20.0,11.0,-1.2,9.0,8.0,3.3466401061363023,-2.6333333333333346,28.0,9.5,9.7,-7.0,-2.0476190476190474,11,0.5238095238095238,10,0,1,0,0,0,1,0,0,143.0,1,0.0,16.666666666666664,3.269230769230769,6.3596081156479585,40.44461538461538,0.1988975753634314,35.0,61.53846153846154,5.966927260902942,4.574,17,permanent,medium,2,900,1970,103,75,clockwise,0,0,0,0,0,0,47.735418087223536,0.0,40.44461538461538,0.0,0.0,0,0,0,0.0,-1.9047619047619122,25.03714285714284,17.5,0,4.0444615384615386,-2.6333333333333346,0.0,0
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,19.0,R,12.0,,,,,Engine,0.0,51.0,2018,11,German Grand Prix,Hockenheim,2018-07-22,12.0,19.0,-7.0,7,True,False,144.0,1728.0,2.4849066497880004,3.4641016151377544,0,0,0,0,1,dirty,0,6.0,14.0,14.333333333333334,17.2,12.0,17.0,0.0,3.2,80.0,100.0,0.0,0.0,4.0,21.0,6.214285714285715,0.761904761904761,1.6733200530681511,16.666666666666668,15.095238095238095,1.571428571428573,14.333333333333334,4.0,14.0,3.2,0.8,10.0,0.0,0.0,1.0,0.0,0.0,10.0,20.0,15.0,1.8,0.0,13.0,1.4142135623730951,1.9000000000000004,0.0,16.7,15.9,-2.0,-3.904761904761905,11,0.5238095238095238,10,0,1,0,0,0,1,0,0,171.0,1,0.0,16.666666666666664,3.269230769230769,6.3596081156479585,40.44461538461538,0.1988975753634314,35.0,61.53846153846154,5.966927260902942,4.574,17,permanent,medium,2,900,1970,103,75,clockwise,0,0,0,0,0,0,71.6031271308353,0.0,40.44461538461538,0.0,0.0,0,0,0,0.0,18.857142857142875,30.814945054945014,28.0,0,4.0444615384615386,1.9000000000000004,0.0,0
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,17.0,R,18.0,,,,,Engine,0.0,53.0,2018,11,German Grand Prix,Hockenheim,2018-07-22,18.0,17.0,1.0,7,True,False,324.0,5832.0,2.8903717578961645,4.242640687119285,0,0,0,0,1,dirty,0,9.0,14.0,13.333333333333334,17.4,12.0,17.0,0.0,3.4,80.0,100.0,0.0,0.0,4.0,20.0,6.147619047619049,1.666666666666666,1.6733200530681511,16.6,15.0,1.6000000000000014,13.333333333333334,3.6666666666666665,14.0,3.4,-0.6,10.0,0.0,0.0,1.0,0.0,0.0,10.0,20.0,16.0,1.2,0.0,12.0,2.756809750418044,-0.23333333333333428,4.0,16.5,14.1,2.0,-2.0,11,0.5238095238095238,10,0,1,0,0,0,1,0,0,167.0,1,0.0,16.666666666666664,3.269230769230769,6.3596081156479585,40.44461538461538,0.1988975753634314,35.0,61.53846153846154,5.966927260902942,4.574,17,permanent,medium,2,900,1970,103,75,clockwise,0,0,0,0,0,0,107.40469069625296,0.0,0.0,40.44461538461538,0.0,0,0,0,0.0,28.800000000000026,67.40769230769227,28.0,0,4.0444615384615386,-0.23333333333333428,0.0,0
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,13.0,13,19.0,,,,0 days 00:00:46.617000,Finished,0.0,67.0,2018,11,German Grand Prix,Hockenheim,2018-07-22,19.0,13.0,6.0,7,False,True,361.0,6859.0,2.9444389791664403,4.358898943540674,0,0,0,0,1,clean,1,10.0,11.6,11.333333333333334,14.8,8.0,16.0,8.0,3.2,80.0,100.0,0.0,0.0,48.0,20.0,2.597619047619048,-0.033333333333333215,3.3823069050575527,13.05,11.3,1.75,11.333333333333334,3.6666666666666665,11.6,3.2,-1.0,10.0,0.0,0.0,1.0,0.0,0.0,10.0,20.0,13.6,1.6,0.0,11.0,1.8547236990991407,-0.4666666666666668,8.0,14.2,12.2,3.0,-1.6999999999999993,11,0.5238095238095238,10,0,1,0,0,0,1,0,0,163.0,1,0.0,16.666666666666664,3.269230769230769,6.3596081156479585,40.44461538461538,0.1988975753634314,35.0,61.53846153846154,5.966927260902942,4.574,17,permanent,medium,2,900,1970,103,75,clockwise,0,0,0,0,0,0,113.3716179571559,0.0,0.0,40.44461538461538,0.0,0,0,0,0.0,33.25,-1.3481538461538414,28.0,0,4.0444615384615386,-0.4666666666666668,0.0,0
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,18.0,R,1.0,,,,,Accident,0.0,51.0,2018,11,German Grand Prix,Hockenheim,2018-07-22,1.0,18.0,-17.0,7,True,False,1.0,1.0,0.0,1.0,1,1,1,1,0,clean,1,1.0,2.4,2.3333333333333335,3.4,1.0,3.0,88.0,1.0,0.0,100.0,4.0,13.0,302.0,1.0,-7.4523809523809526,2.142857142857143,0.8,3.0,4.476190476190476,-1.4761904761904763,2.3333333333333335,0.3333333333333333,2.4,1.0,0.2,10.0,4.0,6.0,1.0,0.0,0.0,10.0,20.0,2.4,0.4,93.0,1.0,1.4966629547095764,0.0,171.0,2.3,3.0,-15.0,-13.523809523809524,11,0.5238095238095238,10,0,1,0,0,0,1,0,0,0.0,1,0.0,16.666666666666664,3.269230769230769,6.3596081156479585,40.44461538461538,0.1988975753634314,35.0,61.53846153846154,5.966927260902942,4.574,17,permanent,medium,2,900,1970,103,75,clockwise,0,0,0,0,0,0,5.966927260902942,0.0,0.0,0.0,0.1988975753634314,0,0,0,0.0,-1.4761904761904763,86.66703296703295,0.0,0,4.0444615384615386,0.0,0.0,0
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,8.0,8,11.0,,,,,+1 Lap,4.0,69.0,2018,12,Hungarian Grand Prix,Budapest,2018-07-29,11.0,8.0,3.0,7,True,False,121.0,1331.0,2.3978952727983707,3.3166247903554,0,0,0,0,1,clean,1,6.0,12.6,13.333333333333334,15.0,8.0,16.0,4.0,2.4,70.0,100.0,0.0,0.0,48.0,22.0,2.774891774891774,-1.7424242424242422,2.870540018881465,13.227272727272727,11.590909090909092,1.636363636363635,13.333333333333334,2.3333333333333335,12.6,2.4,0.2,11.0,0.0,0.0,1.0,0.0,0.0,10.0,20.0,13.2,0.2,8.0,8.0,4.308131845707603,0.2424242424242422,40.0,11.818181818181818,10.909090909090908,10.0,3.5909090909090917,12,0.5714285714285714,9,0,1,0,0,0,1,0,0,148.0,1,50.0,33.33333333333333,1.0,2.9059326290271157,8.444444444444445,0.4345490007204877,75.0,40.0,59.59202557717019,4.381,14,permanent,high,1,920,1986,264,77,clockwise,1,0,0,0,0,0,655.5122813488721,5.5,8.444444444444445,0.0,0.0,0,0,0,0.0,17.999999999999986,-14.713804713804713,52.5,0,0.9288888888888889,0.2424242424242422,0.0,0
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,5.0,5,2.0,,,,0 days 00:00:50,Finished,10.0,70.0,2018,12,Hungarian Grand Prix,Budapest,2018-07-29,2.0,5.0,-3.0,7,False,True,4.0,8.0,0.6931471805599453,1.4142135623730951,1,1,1,1,0,dirty,0,1.0,2.0,1.3333333333333333,4.4,1.0,4.0,98.0,2.4,20.0,100.0,5.0,14.0,335.0,1.0,-6.7567287784679095,3.3188405797101455,1.0954451150103321,3.6956521739130435,4.6521739130434785,-0.956521739130435,1.3333333333333333,4.333333333333333,2.0,2.4,-0.2,11.0,0.0,5.0,1.0,0.0,0.0,10.0,20.0,6.8,-4.6,54.0,2.0,6.368673331236262,-2.242424242424243,122.0,3.8181818181818183,6.090909090909091,-4.0,-0.3478260869565215,12,0.5714285714285714,9,0,1,0,0,0,1,0,0,66.0,1,50.0,33.33333333333333,1.0,2.9059326290271157,8.444444444444445,0.4345490007204877,75.0,40.0,59.59202557717019,4.381,14,permanent,high,1,920,1986,264,77,clockwise,1,0,0,0,0,0,119.18405115434038,1.0,0.0,0.0,0.4345490007204877,0,0,1,0.0,-1.91304347826087,28.025764895330116,15.0,0,0.9288888888888889,-2.242424242424243,0.0,0
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,11.0,11,8.0,,,,,+1 Lap,0.0,69.0,2018,12,Hungarian Grand Prix,Budapest,2018-07-29,8.0,11.0,-3.0,7,True,False,64.0,512.0,2.0794415416798357,2.8284271247461903,0,0,0,1,0,dirty,0,4.0,12.6,10.0,10.6,6.0,20.0,9.0,-2.0,70.0,100.0,0.0,0.0,28.0,23.0,3.591097308488612,4.173913043478262,4.6303347611160905,14.043478260869565,14.173913043478262,-0.13043478260869712,10.0,3.0,12.6,-2.0,-1.4,11.0,0.0,0.0,1.0,0.0,0.0,10.0,20.0,16.0,-2.4,1.0,10.0,3.63318042491699,0.06060606060606055,2.0,14.909090909090908,15.727272727272727,-5.0,3.1739130434782616,12,0.5714285714285714,9,0,1,0,0,0,1,0,0,186.0,1,50.0,33.33333333333333,1.0,2.9059326290271157,8.444444444444445,0.4345490007204877,75.0,40.0,59.59202557717019,4.381,14,permanent,high,1,920,1986,264,77,clockwise,1,0,0,0,0,0,476.7362046173615,4.0,8.444444444444445,0.0,0.0,0,0,0,0.0,-1.043478260869577,35.24637681159421,52.5,0,0.9288888888888889,0.06060606060606055,0.0,0
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,15.0,15,14.0,,,,,+2 Laps,0.0,68.0,2018,12,Hungarian Grand Prix,Budapest,2018-07-29,14.0,15.0,-1.0,7,True,False,196.0,2744.0,2.6390573296152584,3.7416573867739413,0,0,0,0,1,dirty,0,7.0,14.2,14.333333333333334,13.2,9.0,19.0,3.0,-1.0,80.0,100.0,0.0,0.0,18.0,22.0,5.0476190476190474,-1.378787878787879,4.069397989875161,15.5,12.954545454545455,2.545454545454545,14.333333333333334,-4.0,14.2,-1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,10.0,20.0,13.0,3.4,3.0,9.0,3.286335345030997,0.7575757575757578,5.0,17.0,13.090909090909092,5.0,-2.045454545454545,12,0.5714285714285714,9,0,1,0,0,0,1,0,0,183.0,1,50.0,33.33333333333333,1.0,2.9059326290271157,8.444444444444445,0.4345490007204877,75.0,40.0,59.59202557717019,4.381,14,permanent,high,1,920,1986,264,77,clockwise,1,0,0,0,0,0,834.2883580803826,7.0,8.444444444444445,0.0,0.0,0,0,0,0.0,35.636363636363626,-11.643097643097644,60.0,0,0.9288888888888889,0.7575757575757578,0.0,0
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,6.0,6,6.0,,,,0 days 00:01:13.273000,Finished,8.0,70.0,2018,12,Hungarian Grand Prix,Budapest,2018-07-29,6.0,6.0,0.0,7,False,True,36.0,216.0,1.791759469228055,2.449489742783178,0,0,0,1,0,dirty,0,3.0,14.8,14.666666666666666,13.2,10.0,20.0,1.0,-1.6,80.0,100.0,0.0,0.0,20.0,22.0,3.9567099567099557,-0.1212121212121211,3.4292856398964493,14.409090909090908,14.545454545454545,-0.1363636363636367,14.666666666666666,-3.6666666666666665,14.8,-1.6,-0.6,11.0,0.0,0.0,1.0,0.0,0.0,10.0,20.0,13.8,0.6,0.0,11.0,3.3105890714493698,0.6969696969696972,18.0,13.909090909090908,13.363636363636363,5.0,8.545454545454545,12,0.5714285714285714,9,0,1,0,0,0,1,0,0,170.0,1,50.0,33.33333333333333,1.0,2.9059326290271157,8.444444444444445,0.4345490007204877,75.0,40.0,59.59202557717019,4.381,14,permanent,high,1,920,1986,264,77,clockwise,1,0,0,0,0,0,357.5521534630211,3.0,8.444444444444445,0.0,0.0,0,0,0,0.0,-0.8181818181818201,-1.0235690235690227,60.0,0,0.9288888888888889,0.6969696969696972,0.0,0
