DriverNumber,BroadcastName,Abbreviation,DriverId,TeamName,TeamColor,TeamId,FirstName,LastName,FullName,HeadshotUrl,CountryCode,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,Laps,year,round,race_name,circuit,date,GridPosition_raw,Position_raw,position_change,month,is_dnf,completed_race,grid_squared,grid_cubed,grid_log,grid_sqrt,front_row,top_three,top_five,top_ten,back_half,grid_side,grid_side_clean,grid_row,team_avg_finish_last_5,team_avg_finish_last_3,team_avg_grid_last_5,team_best_finish_last_5,team_worst_finish_last_5,team_points_last_5,team_position_change_avg_5,team_dnf_rate_last_10,team_completion_rate_season,team_wins_season,team_podiums_season,team_points_total,team_races_since_podium,team_vs_average_grid,team_momentum,team_consistency,team_avg_grid,team_avg_finish,team_performance_delta,team_last3_avg_finish,team_last3_avg_change,team_last5_avg_finish,team_last5_avg_change,team_form_trend,driver_career_races,driver_career_wins,driver_career_podiums,driver_years_experience,is_rookie,is_veteran,driver_races_at_circuit,driver_avg_finish_at_circuit,driver_best_finish_at_circuit,is_circuit_specialist,driver_avg_finish_last_5,driver_avg_position_change_5,driver_points_last_5,driver_best_finish_last_5,driver_consistency_last_5,driver_momentum,driver_hot_streak,driver_points_season,driver_avg_grid_season,driver_avg_finish_season,driver_vs_teammate,driver_vs_car_potential,teammate_avg_grid_diff,teammate_avg_finish_diff,is_team_leader,race_number,season_progress,races_remaining,post_2022,years_into_regulations,is_season_opener,is_season_finale,early_season,mid_season,late_season,covid_affected,championship_gap_leader,driver_in_contention,circuit_pole_win_rate,circuit_top3_win_rate,circuit_avg_pos_change,circuit_std_pos_change,circuit_var_pos_change,circuit_correlation,circuit_dnf_rate,circuit_improved_pct,overtaking_difficulty_index,track_length_km,num_turns,circuit_type,downforce_level,drs_zones,longest_straight_m,year_first_raced,altitude_m,typical_lap_time_s,direction,high_downforce,low_downforce,is_street,high_altitude,many_drs_zones,long_straight,grid_x_overtaking,grid_x_pole_win_rate,midfield_x_variance,back_x_variance,frontrow_x_correlation,pole_at_processional,top3_x_street,top3_x_high_df,grid_x_low_df,grid_x_team_delta,momentum_x_variance,reliability_x_circuit_dnf,veteran_new_circuit,experience_x_chaos,form_x_contention,early_x_variance,late_contention_pressure,downforce_ordinal,circuit_freq,TeamName_freq,DriverId_freq,circuit_target_enc,TeamName_target_enc,DriverId_target_enc,circuit_encoded,TeamName_encoded,TeamId_encoded,DriverId_encoded
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,2.0,2,1.0,,,,0 days 00:00:02.264000,Finished,18.0,52.0,2018,10,British Grand Prix,Silverstone,2018-07-08,1.0,2.0,-1.0,7,False,True,1.0,1.0,0.0,1.0,1,1,1,1,0,clean,1,1.0,9.6,12.0,2.0,1.0,19.0,41.0,-7.6,20.0,100.0,3.0,10.0,237.0,5.0,-6.9523809523809526,-6.611111111111111,6.8,3.5,5.388888888888889,-1.8888888888888893,13.0,-10.666666666666666,9.4,-7.4,-0.6,9.0,3.0,6.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,5.2,-3.0,75.0,1.0,5.6000000000000005,-3.333333333333333,0.0,145.0,3.0,4.0,2.0,3.3888888888888893,-1.0,-2.7777777777777777,1,10,0.4761904761904761,11,0,1,0,0,0,1,0,0,1.0,1,0.0,28.57142857142857,1.851851851851852,3.1342242777698317,9.823361823361823,0.8515567778051913,32.5,59.25925925925925,55.723341510793915,5.891,18,permanent,high,2,770,1950,153,88,clockwise,1,0,0,0,0,0,55.723341510793915,0.0,0.0,0.0,0.8515567778051913,1,0,1,0.0,-1.8888888888888893,-64.94333649889205,6.5,0,0.884102564102564,-3.333333333333333,0.0,0,2,0.05128205128205128,0.1,0.05,10.789473684210526,4.597222222222222,4.945945945945946,14,5,5,8
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,1.0,1,2.0,,,,0 days 01:27:29.784000,Finished,25.0,52.0,2018,10,British Grand Prix,Silverstone,2018-07-08,2.0,1.0,1.0,7,False,True,4.0,8.0,0.6931471805599453,1.4142135623730951,1,1,1,1,0,dirty,0,1.0,2.8,3.3333333333333335,3.8,1.0,5.0,83.0,1.0,10.0,100.0,3.0,10.0,247.0,3.0,-7.396825396825397,1.4999999999999996,1.32664991614216,3.0555555555555554,4.833333333333333,-1.7777777777777777,2.6666666666666665,1.3333333333333333,3.2,1.0,0.0,9.0,3.0,5.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,3.0,0.0,80.0,1.0,1.4142135623730951,0.2222222222222223,9.0,146.0,2.3333333333333335,3.2222222222222223,2.0,3.833333333333333,-1.4444444444444442,-3.2222222222222223,1,10,0.4761904761904761,11,0,1,0,0,0,1,0,0,0.0,1,0.0,28.57142857142857,1.851851851851852,3.1342242777698317,9.823361823361823,0.8515567778051913,32.5,59.25925925925925,55.723341510793915,5.891,18,permanent,high,2,770,1950,153,88,clockwise,1,0,0,0,0,0,111.44668302158784,0.0,0.0,0.0,0.8515567778051913,0,0,1,0.0,-3.5555555555555554,14.73504273504273,3.25,0,0.884102564102564,0.2222222222222223,0.0,0,2,0.05128205128205128,0.1,0.05,10.372093023255815,5.894736842105263,6.162790697674419,14,1,1,25
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,3.0,3,3.0,,,,0 days 00:00:03.652000,Finished,15.0,52.0,2018,10,British Grand Prix,Silverstone,2018-07-08,3.0,3.0,0.0,7,False,True,9.0,27.0,1.0986122886681098,1.7320508075688772,0,1,1,1,0,clean,1,2.0,2.8,3.3333333333333335,3.8,1.0,5.0,83.0,1.0,10.0,100.0,3.0,10.0,247.0,2.0,-7.396825396825397,1.4999999999999996,1.32664991614216,3.0555555555555554,4.833333333333333,-1.7777777777777777,3.3333333333333335,0.6666666666666666,2.8,1.0,0.4,9.0,0.0,5.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,6.4,-2.0,53.0,2.0,5.462600113499065,2.777777777777778,4.0,101.0,3.7777777777777777,6.444444444444445,-2.0,1.833333333333333,1.4444444444444442,3.2222222222222223,0,10,0.4761904761904761,11,0,1,0,0,0,1,0,0,45.0,1,0.0,28.57142857142857,1.851851851851852,3.1342242777698317,9.823361823361823,0.8515567778051913,32.5,59.25925925925925,55.723341510793915,5.891,18,permanent,high,2,770,1950,153,88,clockwise,1,0,0,0,0,0,167.17002453238177,0.0,0.0,0.0,0.0,0,0,1,0.0,-5.333333333333333,14.73504273504273,3.25,0,0.884102564102564,2.777777777777778,0.0,0,2,0.05128205128205128,0.1,0.05,10.634146341463415,5.684210526315789,9.428571428571429,14,1,1,18
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,4.0,4,4.0,,,,0 days 00:00:08.883000,Finished,12.0,52.0,2018,10,British Grand Prix,Silverstone,2018-07-08,4.0,4.0,0.0,7,False,True,16.0,64.0,1.3862943611198906,2.0,0,0,1,1,0,dirty,0,2.0,9.6,12.0,2.0,1.0,19.0,41.0,-7.6,20.0,100.0,3.0,10.0,237.0,4.0,-6.9523809523809526,-6.611111111111111,6.8,3.5,5.388888888888889,-1.8888888888888893,12.0,-10.666666666666666,9.6,-7.6,2.2,9.0,0.0,4.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,7.0,-4.6,52.0,2.0,6.29285308902091,-2.555555555555556,0.0,92.0,4.0,6.777777777777778,-2.0,1.3888888888888893,1.0,2.7777777777777777,0,10,0.4761904761904761,11,0,1,0,0,0,1,0,0,54.0,1,0.0,28.57142857142857,1.851851851851852,3.1342242777698317,9.823361823361823,0.8515567778051913,32.5,59.25925925925925,55.723341510793915,5.891,18,permanent,high,2,770,1950,153,88,clockwise,1,0,0,0,0,0,222.8933660431757,0.0,0.0,0.0,0.0,0,0,0,0.0,-7.555555555555557,-64.94333649889205,6.5,0,0.884102564102564,-2.555555555555556,0.0,0,2,0.05128205128205128,0.1,0.05,10.634146341463415,4.171052631578948,5.627906976744186,14,5,5,2
33,M VERSTAPPEN,VER,max_verstappen,Red Bull,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,15.0,R,5.0,,,,,Brakes,0.0,46.0,2018,10,British Grand Prix,Silverstone,2018-07-08,5.0,15.0,-10.0,7,True,False,25.0,125.0,1.6094379124341005,2.23606797749979,0,0,1,1,0,clean,1,3.0,5.8,7.666666666666667,5.2,1.0,18.0,67.0,-0.6,10.0,100.0,3.0,6.0,189.0,3.0,-4.23015873015873,0.0,6.209669878504008,6.222222222222222,7.666666666666667,-1.4444444444444446,7.666666666666667,-2.3333333333333335,5.8,-0.6,2.8,9.0,1.0,4.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,3.6,3.6,75.0,1.0,2.8000000000000003,5.111111111111111,5.0,93.0,7.222222222222222,7.111111111111111,-10.0,-7.333333333333333,2.0,-1.1111111111111107,0,10,0.4761904761904761,11,0,1,0,0,0,1,0,0,53.0,1,0.0,28.57142857142857,1.851851851851852,3.1342242777698317,9.823361823361823,0.8515567778051913,32.5,59.25925925925925,55.723341510793915,5.891,18,permanent,high,2,770,1950,153,88,clockwise,1,0,0,0,0,0,278.6167075539696,0.0,0.0,0.0,0.0,0,0,0,0.0,-7.222222222222223,0.0,3.25,0,0.884102564102564,5.111111111111111,0.0,0,2,0.05128205128205128,0.1,0.05,10.789473684210526,7.783783783783784,7.097560975609756,14,7,7,14
3,D RICCIARDO,RIC,ricciardo,Red Bull,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,5.0,5,6.0,,,,0 days 00:00:09.500000,Finished,10.0,52.0,2018,10,British Grand Prix,Silverstone,2018-07-08,6.0,5.0,1.0,7,False,True,36.0,216.0,1.791759469228055,2.449489742783178,0,0,0,1,0,dirty,0,3.0,5.8,7.666666666666667,5.2,1.0,18.0,67.0,-0.6,10.0,100.0,3.0,6.0,189.0,4.0,-4.23015873015873,0.0,6.209669878504008,6.222222222222222,7.666666666666667,-1.4444444444444446,11.333333333333334,-6.0,8.0,-3.0,2.6,9.0,2.0,2.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,6.4,-1.4,59.0,1.0,5.953150426454887,-0.4444444444444446,0.0,96.0,5.222222222222222,8.222222222222221,10.0,2.666666666666667,-2.0,1.1111111111111107,1,10,0.4761904761904761,11,0,1,0,0,0,1,0,0,50.0,1,0.0,28.57142857142857,1.851851851851852,3.1342242777698317,9.823361823361823,0.8515567778051913,32.5,59.25925925925925,55.723341510793915,5.891,18,permanent,high,2,770,1950,153,88,clockwise,1,0,0,0,0,0,334.3400490647635,0.0,9.823361823361823,0.0,0.0,0,0,0,0.0,-8.666666666666668,0.0,3.25,0,0.884102564102564,-0.4444444444444446,0.0,0,2,0.05128205128205128,0.1,0.05,10.789473684210526,7.783783783783784,10.85,14,7,7,19
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,9.0,9,7.0,,,,0 days 00:00:33.188000,Finished,2.0,52.0,2018,10,British Grand Prix,Silverstone,2018-07-08,7.0,9.0,-2.0,7,False,True,49.0,343.0,1.9459101490553132,2.6457513110645907,0,0,0,1,0,clean,1,4.0,7.8,5.0,8.6,4.0,13.0,30.0,0.8,80.0,100.0,0.0,0.0,49.0,19.0,0.992063492063492,6.611111111111111,3.54400902933387,11.444444444444445,11.61111111111111,-0.166666666666666,8.333333333333334,-1.3333333333333333,8.4,-0.4,1.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,8.6,2.2,26.0,5.0,3.6110940170535577,1.7777777777777786,2.0,37.0,10.11111111111111,9.77777777777778,7.0,2.6111111111111107,-2.666666666666668,-3.666666666666666,1,10,0.4761904761904761,11,0,1,0,0,0,1,0,0,109.0,1,0.0,28.57142857142857,1.851851851851852,3.1342242777698317,9.823361823361823,0.8515567778051913,32.5,59.25925925925925,55.723341510793915,5.891,18,permanent,high,2,770,1950,153,88,clockwise,1,0,0,0,0,0,390.0633905755574,0.0,9.823361823361823,0.0,0.0,0,0,0,0.0,-1.1666666666666623,64.94333649889205,26.0,0,0.884102564102564,1.7777777777777786,0.0,0,2,0.05128205128205128,0.1,0.05,10.377777777777778,13.0,12.236842105263158,14,3,3,10
8,R GROSJEAN,GRO,grosjean,Haas,828282,haas,Romain,Grosjean,Romain Grosjean,,,16.0,R,8.0,,,,,Collision,0.0,37.0,2018,10,British Grand Prix,Silverstone,2018-07-08,8.0,16.0,-8.0,7,True,False,64.0,512.0,2.0794415416798357,2.8284271247461903,0,0,0,1,0,dirty,0,4.0,7.8,5.0,8.6,4.0,13.0,30.0,0.8,80.0,100.0,0.0,0.0,49.0,18.0,0.992063492063492,6.611111111111111,3.54400902933387,11.444444444444445,11.61111111111111,-0.166666666666666,5.0,2.3333333333333335,7.8,0.8,-1.6,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,12.0,0.6,12.0,4.0,4.69041575982343,4.444444444444445,1.0,12.0,12.77777777777778,13.444444444444445,-7.0,-4.388888888888889,2.666666666666668,3.666666666666666,0,10,0.4761904761904761,11,0,1,0,0,0,1,0,0,134.0,1,0.0,28.57142857142857,1.851851851851852,3.1342242777698317,9.823361823361823,0.8515567778051913,32.5,59.25925925925925,55.723341510793915,5.891,18,permanent,high,2,770,1950,153,88,clockwise,1,0,0,0,0,0,445.7867320863513,0.0,9.823361823361823,0.0,0.0,0,0,0,0.0,-1.3333333333333286,64.94333649889205,26.0,0,0.884102564102564,4.444444444444445,0.0,0,2,0.05128205128205128,0.1,0.05,10.377777777777778,13.0,13.095238095238095,14,3,3,7
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,19.0,R,9.0,,,,,Tyre,0.0,18.0,2018,10,British Grand Prix,Silverstone,2018-07-08,9.0,19.0,-10.0,7,True,False,81.0,729.0,2.1972245773362196,3.0,0,0,0,1,0,clean,1,5.0,10.4,9.666666666666666,14.8,9.0,13.0,5.0,4.4,80.0,100.0,0.0,0.0,16.0,19.0,5.936507936507937,2.7777777777777786,1.3564659966250536,16.38888888888889,12.444444444444445,3.9444444444444446,12.333333333333334,5.333333333333333,12.0,3.2,1.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,11.4,2.0,5.0,9.0,3.32264954516723,2.222222222222223,3.0,13.0,15.11111111111111,11.88888888888889,-1.0,-6.555555555555555,-2.555555555555557,-1.1111111111111107,1,10,0.4761904761904761,11,0,1,0,0,0,1,0,0,133.0,1,0.0,28.57142857142857,1.851851851851852,3.1342242777698317,9.823361823361823,0.8515567778051913,32.5,59.25925925925925,55.723341510793915,5.891,18,permanent,high,2,770,1950,153,88,clockwise,1,0,0,0,0,0,501.51007359714527,0.0,9.823361823361823,0.0,0.0,0,0,0,0.0,35.5,27.28711617600507,26.0,0,0.884102564102564,2.222222222222223,0.0,0,2,0.05128205128205128,0.05384615384615385,0.05,10.372093023255815,12.446808510638299,9.222222222222221,14,9,9,13
31,E OCON,OCO,ocon,Force India,F596C8,force_india,Esteban,Ocon,Esteban Ocon,,,7.0,7,10.0,,,,0 days 00:00:29.930000,Finished,6.0,52.0,2018,10,British Grand Prix,Silverstone,2018-07-08,10.0,7.0,3.0,7,False,True,100.0,1000.0,2.302585092994046,3.1622776601683795,0,0,0,1,0,dirty,0,5.0,12.8,10.333333333333334,12.2,6.0,19.0,14.0,-0.6,80.0,100.0,0.0,1.0,42.0,12.0,0.2698412698412689,1.333333333333332,5.418486873657627,10.72222222222222,11.666666666666666,-0.9444444444444446,10.333333333333334,3.0,12.8,-0.6,-1.4,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,11.2,-1.4,18.0,6.0,5.344155686354955,0.6666666666666661,1.0,19.0,10.0,12.0,3.0,4.666666666666666,-1.4444444444444446,0.6666666666666661,1,10,0.4761904761904761,11,0,1,0,0,0,1,0,0,127.0,1,0.0,28.57142857142857,1.851851851851852,3.1342242777698317,9.823361823361823,0.8515567778051913,32.5,59.25925925925925,55.723341510793915,5.891,18,permanent,high,2,770,1950,153,88,clockwise,1,0,0,0,0,0,557.2334151079392,0.0,9.823361823361823,0.0,0.0,0,0,0,0.0,-9.444444444444446,13.09781576448242,26.0,0,0.884102564102564,0.6666666666666661,0.0,0,2,0.05128205128205128,0.03076923076923077,0.026923076923076925,10.372093023255815,10.482758620689655,11.153846153846153,14,2,2,16
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,6.0,6,11.0,,,,0 days 00:00:28.220000,Finished,8.0,52.0,2018,10,British Grand Prix,Silverstone,2018-07-08,11.0,6.0,5.0,7,False,True,121.0,1331.0,2.3978952727983707,3.3166247903554,0,0,0,0,1,clean,1,6.0,11.4,13.333333333333334,9.4,8.0,20.0,10.0,-2.0,60.0,100.0,0.0,0.0,62.0,18.0,-1.007936507936508,-3.2777777777777786,4.5431266766402185,9.444444444444445,10.055555555555555,-0.6111111111111107,13.333333333333334,-4.666666666666667,11.4,-2.0,0.8,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,12.8,-1.6,12.0,7.0,5.912698199637793,-0.7777777777777786,0.0,34.0,10.11111111111111,11.22222222222222,11.0,4.055555555555555,1.333333333333332,2.333333333333332,0,10,0.4761904761904761,11,0,1,0,0,0,1,0,0,112.0,1,0.0,28.57142857142857,1.851851851851852,3.1342242777698317,9.823361823361823,0.8515567778051913,32.5,59.25925925925925,55.723341510793915,5.891,18,permanent,high,2,770,1950,153,88,clockwise,1,0,0,0,0,0,612.956756618733,0.0,9.823361823361823,0.0,0.0,0,0,0,0.0,-6.722222222222218,-32.19879708768598,19.5,0,0.884102564102564,-0.7777777777777786,0.0,0,2,0.05128205128205128,0.1,0.05,10.372093023255815,11.6,11.717948717948717,14,8,8,9
11,S PEREZ,PER,perez,Force India,F596C8,force_india,Sergio,Perez,Sergio Perez,,,10.0,10,12.0,,,,0 days 00:00:34.708000,Finished,1.0,52.0,2018,10,British Grand Prix,Silverstone,2018-07-08,12.0,10.0,2.0,7,False,True,144.0,1728.0,2.4849066497880004,3.4641016151377544,0,0,0,0,1,dirty,0,6.0,12.8,10.333333333333334,12.2,6.0,19.0,14.0,-0.6,80.0,100.0,0.0,1.0,42.0,13.0,0.2698412698412689,1.333333333333332,5.418486873657627,10.72222222222222,11.666666666666666,-0.9444444444444446,6.666666666666667,5.666666666666667,11.4,0.8,-2.4,9.0,0.0,1.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,12.0,0.6,8.0,7.0,3.847076812334269,-1.666666666666666,1.0,23.0,11.444444444444445,11.333333333333334,-3.0,1.666666666666666,1.4444444444444446,-0.6666666666666661,0,10,0.4761904761904761,11,0,1,0,0,0,1,0,0,123.0,1,0.0,28.57142857142857,1.851851851851852,3.1342242777698317,9.823361823361823,0.8515567778051913,32.5,59.25925925925925,55.723341510793915,5.891,18,permanent,high,2,770,1950,153,88,clockwise,1,0,0,0,0,0,668.680098129527,0.0,9.823361823361823,0.0,0.0,0,0,0,0.0,-11.333333333333336,13.09781576448242,26.0,0,0.884102564102564,-1.666666666666666,0.0,0,2,0.05128205128205128,0.03076923076923077,0.05,10.372093023255815,11.379310344827585,10.738095238095237,14,2,2,17
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,8.0,8,13.0,,,,0 days 00:00:31.115000,Finished,4.0,52.0,2018,10,British Grand Prix,Silverstone,2018-07-08,13.0,8.0,5.0,7,False,True,169.0,2197.0,2.5649493574615367,3.605551275463989,0,0,0,0,1,clean,1,7.0,13.4,11.666666666666666,15.2,8.0,16.0,4.0,1.8,100.0,100.0,0.0,0.0,44.0,18.0,2.380952380952382,-0.166666666666666,3.0724582991474434,12.833333333333334,11.5,1.333333333333334,11.666666666666666,3.3333333333333335,13.4,1.8,-0.2,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,14.0,-2.4,8.0,8.0,5.059644256269407,-3.333333333333334,1.0,36.0,11.77777777777778,10.666666666666666,3.0,3.5,-2.1111111111111107,-1.666666666666668,1,10,0.4761904761904761,11,0,1,0,0,0,1,0,0,110.0,1,0.0,28.57142857142857,1.851851851851852,3.1342242777698317,9.823361823361823,0.8515567778051913,32.5,59.25925925925925,55.723341510793915,5.891,18,permanent,high,2,770,1950,153,88,clockwise,1,0,0,0,0,0,724.4034396403209,0.0,9.823361823361823,0.0,0.0,0,0,0,0.0,17.333333333333343,-1.637226970560298,32.5,0,0.884102564102564,-3.333333333333334,0.0,0,2,0.05128205128205128,0.1,0.026923076923076925,10.789473684210526,12.105263157894736,12.137931034482758,14,4,4,1
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,13.0,13,14.0,,,,0 days 00:00:39.129000,Finished,0.0,52.0,2018,10,British Grand Prix,Silverstone,2018-07-08,14.0,13.0,1.0,7,False,True,196.0,2744.0,2.6390573296152584,3.7416573867739418,0,0,0,0,1,dirty,0,7.0,14.6,16.0,16.2,11.0,20.0,0.0,1.6,90.0,100.0,0.0,0.0,19.0,19.0,4.5476190476190474,-1.3888888888888893,3.4985711369071804,15.0,14.61111111111111,0.3888888888888893,16.0,-5.666666666666667,16.4,-3.4,1.2,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,13.6,-0.8,6.0,7.0,5.043808085167396,-0.6666666666666661,0.0,18.0,13.666666666666666,13.333333333333334,7.0,1.6111111111111107,-2.666666666666666,-2.5555555555555554,1,10,0.4761904761904761,11,0,1,0,0,0,1,0,0,128.0,1,0.0,28.57142857142857,1.851851851851852,3.1342242777698317,9.823361823361823,0.8515567778051913,32.5,59.25925925925925,55.723341510793915,5.891,18,permanent,high,2,770,1950,153,88,clockwise,1,0,0,0,0,0,780.1267811511148,0.0,9.823361823361823,0.0,0.0,0,0,0,0.0,5.44444444444445,-13.643558088002536,29.25,0,0.884102564102564,-0.6666666666666661,0.0,0,2,0.05128205128205128,0.1,0.05,10.377777777777778,12.366197183098592,10.275,14,10,10,5
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,18.0,R,15.0,,,,,Accident,0.0,31.0,2018,10,British Grand Prix,Silverstone,2018-07-08,15.0,18.0,-3.0,7,True,False,225.0,3375.0,2.70805020110221,3.872983346207417,0,0,0,0,1,clean,1,8.0,10.4,9.666666666666666,14.8,9.0,13.0,5.0,4.4,80.0,100.0,0.0,0.0,16.0,18.0,5.936507936507937,2.7777777777777786,1.3564659966250536,16.38888888888889,12.444444444444445,3.9444444444444446,9.666666666666666,5.666666666666667,10.4,4.4,-0.2,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,12.4,5.0,1.0,10.0,1.743559577416269,0.3333333333333339,1.0,3.0,17.666666666666668,13.0,1.0,-5.555555555555555,2.555555555555557,1.1111111111111107,0,10,0.4761904761904761,11,0,1,0,0,0,1,0,0,143.0,1,0.0,28.57142857142857,1.851851851851852,3.1342242777698317,9.823361823361823,0.8515567778051913,32.5,59.25925925925925,55.723341510793915,5.891,18,permanent,high,2,770,1950,153,88,clockwise,1,0,0,0,0,0,835.8501226619087,0.0,9.823361823361823,0.0,0.0,0,0,0,0.0,59.16666666666667,27.28711617600507,26.0,0,0.884102564102564,0.3333333333333339,0.0,0,2,0.05128205128205128,0.05384615384615385,0.026923076923076925,10.789473684210526,11.682926829268293,11.318181818181818,14,9,9,4
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,17.0,R,16.0,,,,,Collision,0.0,37.0,2018,10,British Grand Prix,Silverstone,2018-07-08,16.0,17.0,-1.0,7,True,False,256.0,4096.0,2.772588722239781,4.0,0,0,0,0,1,dirty,0,8.0,11.4,13.333333333333334,9.4,8.0,20.0,10.0,-2.0,60.0,100.0,0.0,0.0,62.0,19.0,-1.007936507936508,-3.2777777777777786,4.5431266766402185,9.444444444444445,10.055555555555555,-0.6111111111111107,12.666666666666666,-2.6666666666666665,11.0,-1.2,-0.6,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,9.0,-0.6,15.0,7.0,1.7888543819998317,-0.4444444444444446,0.0,28.0,8.777777777777779,8.88888888888889,-11.0,-6.944444444444445,-1.333333333333332,-2.333333333333332,1,10,0.4761904761904761,11,0,1,0,0,0,1,0,0,118.0,1,0.0,28.57142857142857,1.851851851851852,3.1342242777698317,9.823361823361823,0.8515567778051913,32.5,59.25925925925925,55.723341510793915,5.891,18,permanent,high,2,770,1950,153,88,clockwise,1,0,0,0,0,0,891.5734641727026,0.0,0.0,9.823361823361823,0.0,0,0,0,0.0,-9.777777777777771,-32.19879708768598,19.5,0,0.884102564102564,-0.4444444444444446,0.0,0,2,0.05128205128205128,0.1,0.05,10.377777777777778,11.41095890410959,9.953488372093023,14,8,8,21
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,11.0,11,17.0,,,,0 days 00:00:35.774000,Finished,0.0,52.0,2018,10,British Grand Prix,Silverstone,2018-07-08,17.0,11.0,6.0,7,False,True,289.0,4913.0,2.833213344056216,4.123105625617661,0,0,0,0,1,clean,1,9.0,13.4,11.666666666666666,15.2,8.0,16.0,4.0,1.8,100.0,100.0,0.0,0.0,44.0,19.0,2.380952380952382,-0.166666666666666,3.0724582991474434,12.833333333333334,11.5,1.333333333333334,10.333333333333334,3.3333333333333335,11.8,3.0,-1.6,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,14.4,-0.4,0.0,12.0,1.3564659966250536,-2.0,0.0,8.0,13.88888888888889,12.333333333333334,-3.0,0.5,2.1111111111111107,1.666666666666668,0,10,0.4761904761904761,11,0,1,0,0,0,1,0,0,138.0,1,0.0,28.57142857142857,1.851851851851852,3.1342242777698317,9.823361823361823,0.8515567778051913,32.5,59.25925925925925,55.723341510793915,5.891,18,permanent,high,2,770,1950,153,88,clockwise,1,0,0,0,0,0,947.2968056834966,0.0,0.0,9.823361823361823,0.0,0,0,0,0.0,22.66666666666668,-1.637226970560298,32.5,0,0.884102564102564,-2.0,0.0,0,2,0.05128205128205128,0.1,0.026923076923076925,10.634146341463415,12.147058823529411,11.916666666666666,14,4,4,24
